Unnamed: 0,consumer_sentiment,federal_funds_rate,bbkmgdp,labor_force_participation_rate,m2,yield_10_year,mortgage_30_year,msci,savings_rate,sp500_monthly_open,sp500_monthly_high,sp500_monthly_low,close ,sp500_monthly_volume,sp500_pe_ratio,vehicle_sales,unemployment_rate,percent_change,Savings_Rate_Change_Percent,Propensity_Score,IPW
132,78.4,3.94,-3.242319986449716,66.2,7517.8,3.7442857142857138,5.758,213693.24957750068,2.6,1467.97,1471.77,1270.05,1378.55,98475340000.0,21.46,15.705,5.0,6.0885500163681145,0.08333333333333348,0.01,0.0031837916063675834
133,70.8,2.98,-2.3611345197559057,66.0,7604.2,3.7375,5.9175,212456.42677210545,3.0,1378.6,1396.02,1316.75,1330.63,78536130000.0,21.74,15.491,4.9,-0.4316679660688467,0.15384615384615374,0.01,0.0031837916063675834
134,69.5,2.61,1.1613347438562531,66.1,7670.3,3.51,5.97,210420.0121169605,2.9,1330.45,1359.68,1256.98,1322.7,93189170000.0,21.81,15.114,5.1,-0.8285562767116303,-0.033333333333333326,0.01,0.0031837916063675834
135,62.6,2.28,4.533279320885337,65.9,7712.8,3.675,5.9175,221479.225789994,2.4,1326.41,1404.57,1324.35,1385.59,85978630000.0,23.88,14.605,5.0,-8.978189812175657,-0.1724137931034483,0.01,0.0031837916063675834
136,59.8,1.98,3.2654158851627204,66.1,7725.5,3.88,6.036,224856.41401741016,6.8,1385.97,1440.24,1373.07,1400.38,80990480000.0,25.81,14.697,5.4,-0.7755016297951454,1.8333333333333335,0.99,3.215951117543014e-05
137,56.4,2.0,1.2822021284866316,66.1,7744.2,4.099523809523809,6.32,206922.54711265583,4.6,1399.62,1404.05,1272.0,1280.0,96614040000.0,26.11,14.377,5.6,-9.053320917887389,-0.32352941176470595,0.01,0.0031837916063675834
138,61.2,2.01,-1.8557604248394632,66.1,7791.5,4.007727272727273,6.426,201866.522113453,3.6,1276.69,1292.17,1200.44,1267.38,124980570000.0,25.37,13.006,5.8,-0.8853059348521363,-0.21739130434782605,0.01,0.0031837916063675834
139,63.0,2.0,-4.970798860591729,66.1,7806.1,3.8857142857142857,6.4775,199030.9620228947,3.1,1269.42,1313.15,1247.45,1282.83,86266010000.0,26.83,14.119,6.1,-2.23643772986731,-0.13888888888888884,0.01,0.0031837916063675834
140,70.3,1.81,-9.280911120394382,66.0,7872.7,3.686190476190476,6.0375,175358.63014572236,3.9,1287.83,1303.04,1106.42,1166.36,140007320000.0,26.48,12.961,6.1,-8.447719873589676,0.25806451612903225,0.01,0.0031837916063675834
141,57.6,0.97,-8.85317241693702,66.0,7975.3,3.814090909090909,6.2,142110.45566149038,4.9,1164.17,1167.03,839.8,968.75,159823030000.0,27.22,10.933,6.5,0.8660846185908939,0.2564102564102566,0.01,0.0031837916063675834
